filename,width,height,class,xmin,ymin,xmax,ymax
039_PNG_jpg.rf.00d653202d9921a51e08cad91f3a3dce.jpg,640,640,Onion Leaves,86,228,231,432
download_jpg.rf.00a641e4b94fd4b5dd002e0b21e2b195.jpg,640,640,Red Lentils,12,11,640,625
images-7-_jpg.rf.00e850fecb1af1bf93e08f3816654d37.jpg,640,640,Black Lentils,59,12,640,640
img77_jpg.rf.00eb16d5395095908b23a0909e13ad43.jpg,640,640,Carrot,0,235,399,503
img77_jpg.rf.00eb16d5395095908b23a0909e13ad43.jpg,640,640,Carrot,252,2,461,117
img77_jpg.rf.00eb16d5395095908b23a0909e13ad43.jpg,640,640,Carrot,0,0,263,284
img144_jpg.rf.00f9fec133ba31bf86beeeafab6685b7.jpg,640,640,Tomato,310,290,535,462
img144_jpg.rf.00f9fec133ba31bf86beeeafab6685b7.jpg,640,640,Tomato,34,268,166,387
download_jpg.rf.00f251a171722f1f41d8b69cf993a1f1.jpg,640,640,Palungo -Nepali Spinach-,19,44,603,584
download-4-_jpg.rf.012825bad06e0d8ad1b1e0b3e9ec14fb.jpg,640,640,Sponge Gourd -Ghiraula-,340,143,626,623
download-4-_jpg.rf.012825bad06e0d8ad1b1e0b3e9ec14fb.jpg,640,640,Sponge Gourd -Ghiraula-,257,177,536,595
download-4-_jpg.rf.012825bad06e0d8ad1b1e0b3e9ec14fb.jpg,640,640,Sponge Gourd -Ghiraula-,215,61,492,529
download-1-_jpg.rf.00db05cceb59f1ec9de5975cd5ea36e9.jpg,640,640,Cabbage,78,2,592,640
download-4-_jpg.rf.0138fc7eb570af439167b6da8dcab071.jpg,640,640,Asparagus -Kurilo-,106,446,479,616
download-4-_jpg.rf.0138fc7eb570af439167b6da8dcab071.jpg,640,640,Asparagus -Kurilo-,0,265,498,473
download-4-_jpg.rf.0138fc7eb570af439167b6da8dcab071.jpg,640,640,Asparagus -Kurilo-,40,8,625,219
images-3-_jpg.rf.01169edc1bb4562b37ec7f9c383e5bec.jpg,640,640,Asparagus -Kurilo-,142,56,258,640
images-3-_jpg.rf.01169edc1bb4562b37ec7f9c383e5bec.jpg,640,640,Asparagus -Kurilo-,246,73,386,607
-_3_jpg.rf.012a03b7e404a2056aa62330a7b5fbb7.jpg,640,640,Palungo -Nepali Spinach-,155,260,620,611
-_3_jpg.rf.012a03b7e404a2056aa62330a7b5fbb7.jpg,640,640,Palungo -Nepali Spinach-,218,0,570,193
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,640,640,Butter,392,6,531,182
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,640,640,Bread,0,2,248,276
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,640,640,Egg,416,211,567,566
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,640,640,Cheese,0,328,206,579
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,640,640,Cheese,238,2,401,193
035_PNG_jpg.rf.00ffd373c793bc0d2dc482b16e8aa08e.jpg,640,640,Onion,248,25,359,179
035_PNG_jpg.rf.00ffd373c793bc0d2dc482b16e8aa08e.jpg,640,640,Bread,4,39,275,295
035_PNG_jpg.rf.00ffd373c793bc0d2dc482b16e8aa08e.jpg,640,640,mayonnaise,503,159,640,584
Image_63_jpg.rf.013f998ec51e38738a1f7c95ba48004f.jpg,640,640,Chili Pepper -Khursani-,35,95,604,516
-108_jpg.rf.014ac32c9f698190ca3a1b6d43e35f6a.jpg,640,640,Sweet Potato -Suthuni-,83,0,588,268
How-to-dice-a-tomato-15_jpg.rf.0151afac527999648dc31fbd8d9191fb.jpg,640,640,Tomato,146,231,594,486
How-to-dice-a-tomato-15_jpg.rf.0151afac527999648dc31fbd8d9191fb.jpg,640,640,Tomato,329,42,572,211
images-3-_jpg.rf.0156b0ccc727cac8ea758be3ae1a2fe7.jpg,640,640,Sponge Gourd -Ghiraula-,476,205,612,640
images-3-_jpg.rf.0156b0ccc727cac8ea758be3ae1a2fe7.jpg,640,640,Sponge Gourd -Ghiraula-,351,6,467,369
images-3-_jpg.rf.0156b0ccc727cac8ea758be3ae1a2fe7.jpg,640,640,Sponge Gourd -Ghiraula-,199,32,342,557
images-3-_jpg.rf.0156b0ccc727cac8ea758be3ae1a2fe7.jpg,640,640,Sponge Gourd -Ghiraula-,29,205,124,563
images-3-_jpg.rf.0156b0ccc727cac8ea758be3ae1a2fe7.jpg,640,640,Sponge Gourd -Ghiraula-,0,353,69,640
download-9-_jpg.rf.016dd3fdf1681b1a263d105661878c72.jpg,640,640,Asparagus -Kurilo-,12,28,523,640
download-6-_jpg.rf.017422adb9657dc9396cc961253befd4.jpg,640,640,Chayote-iskus-,235,102,425,542
download-6-_jpg.rf.017422adb9657dc9396cc961253befd4.jpg,640,640,Chayote-iskus-,36,71,280,411
download-6-_jpg.rf.017422adb9657dc9396cc961253befd4.jpg,640,640,Chayote-iskus-,369,85,611,427
img72_jpg.rf.017922feb501d69453088b1ac08ea7f7.jpg,640,640,Carrot,83,328,338,526
img72_jpg.rf.017922feb501d69453088b1ac08ea7f7.jpg,640,640,Carrot,65,0,177,340
img72_jpg.rf.017922feb501d69453088b1ac08ea7f7.jpg,640,640,Carrot,84,28,417,190
img72_jpg.rf.017922feb501d69453088b1ac08ea7f7.jpg,640,640,Carrot,360,276,626,437
085_PNG_jpg.rf.01a6528140b1a2b872156de54bbd7f87.jpg,640,640,Onion,439,245,559,382
085_PNG_jpg.rf.01a6528140b1a2b872156de54bbd7f87.jpg,640,640,Avocado,287,115,442,393
085_PNG_jpg.rf.01a6528140b1a2b872156de54bbd7f87.jpg,640,640,seaweed,1,14,317,314
thukpa_chowmin_package_jpg.rf.01719b03a065db1830bde408f53e407e.jpg,640,640,Thukpa Noodles,9,165,597,465
images-8-_jpg.rf.01bef6ec7225501ac4e6d50cc48d42a1.jpg,640,640,Artichoke,122,96,567,603
images-1-_jpg.rf.017bcf6e63a00f810951695e6564b7b6.jpg,640,640,Gundruk,65,112,583,640
download-11-_jpg.rf.01a66bed17c836bdc6f327c91a0a9586.jpg,640,640,Cabbage,16,3,390,373
download-11-_jpg.rf.01a66bed17c836bdc6f327c91a0a9586.jpg,640,640,Cabbage,360,131,640,550
download-9-_jpg.rf.01c38eb2277d7b63a38eb3619ba0cbc3.jpg,640,640,Bitter Gourd,150,88,531,240
download-9-_jpg.rf.01c38eb2277d7b63a38eb3619ba0cbc3.jpg,640,640,Bitter Gourd,180,232,536,500
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,373,411,525,603
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,117,310,326,447
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,137,52,332,275
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,444,193,519,320
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,391,0,494,257
images-5-_jpg.rf.01cf5e71d6771f61eef9b828e6cb05ec.jpg,640,640,Pointed Gourd -Chuche Karela-,290,304,349,557
images-1-_jpg.rf.01ed39d1401630d5f5d7b1e954d91433.jpg,640,640,Broad Beans -Bakullo-,1,198,306,594
images-1-_jpg.rf.01ed39d1401630d5f5d7b1e954d91433.jpg,640,640,Broad Beans -Bakullo-,168,0,597,256
-103_jpg.rf.01ef023e0395d505eecf5fb7d68fa098.jpg,640,640,Sweet Potato -Suthuni-,22,175,620,490
download-4-_jpg.rf.01e80f83fd814a784e9864230af6a07a.jpg,640,640,Brinjal,178,209,398,447
download-4-_jpg.rf.01e80f83fd814a784e9864230af6a07a.jpg,640,640,Brinjal,246,292,412,532
download-4-_jpg.rf.01e80f83fd814a784e9864230af6a07a.jpg,640,640,Brinjal,424,145,558,285
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,246,220,423,626
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,461,245,640,630
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,33,241,203,602
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,49,25,197,166
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,224,0,467,237
images-10-_jpg.rf.01c91f9ab4d71f2914796389fa2f3cb3.jpg,640,640,Fiddlehead Ferns -Niguro-,495,3,623,221
images-2-_jpg.rf.01e2d6440e1510cffc702085d26622fe.jpg,640,640,Nutrela -Soya Chunks-,241,440,341,540
images-2-_jpg.rf.01e2d6440e1510cffc702085d26622fe.jpg,640,640,Nutrela -Soya Chunks-,47,42,606,591
images-10-_jpg.rf.01ca0b9c4db3bb94fbd07993cd411e62.jpg,640,640,Sponge Gourd -Ghiraula-,266,98,338,560
images-10-_jpg.rf.01ca0b9c4db3bb94fbd07993cd411e62.jpg,640,640,Sponge Gourd -Ghiraula-,92,98,221,594
images-10-_jpg.rf.01ca0b9c4db3bb94fbd07993cd411e62.jpg,640,640,Sponge Gourd -Ghiraula-,204,69,275,610
-86_jpg.rf.01f2220e4dde1b61e5156c05d86cbe58.jpg,640,640,Mushroom,250,303,345,449
-86_jpg.rf.01f2220e4dde1b61e5156c05d86cbe58.jpg,640,640,Mushroom,379,247,502,373
-86_jpg.rf.01f2220e4dde1b61e5156c05d86cbe58.jpg,640,640,Mushroom,42,159,133,307
-29_jpg.rf.01f0262705f7ef25a088fee2f2c874e5.jpg,640,640,Capsicum,58,24,629,613
images-1-_jpg.rf.01f7e5ac33cdf112b00f92cda3478c03.jpg,640,640,Fiddlehead Ferns -Niguro-,200,249,360,640
images-1-_jpg.rf.01f7e5ac33cdf112b00f92cda3478c03.jpg,640,640,Fiddlehead Ferns -Niguro-,252,14,357,200
images-1-_jpg.rf.01f7e5ac33cdf112b00f92cda3478c03.jpg,640,640,Fiddlehead Ferns -Niguro-,352,210,457,640
-_jpg.rf.0215560ec8dccc72289c85f31f8b9d61.jpg,640,640,Carrot,376,335,591,509
-_jpg.rf.0215560ec8dccc72289c85f31f8b9d61.jpg,640,640,Garlic,110,152,216,261
-_jpg.rf.0215560ec8dccc72289c85f31f8b9d61.jpg,640,640,Cucumber,354,410,600,612
-_jpg.rf.0215560ec8dccc72289c85f31f8b9d61.jpg,640,640,Beef,114,382,272,545
-3_jpg.rf.0216e50b81f6ae50ebd27e0a1177c7c8.jpg,640,640,Sweet Potato -Suthuni-,305,102,398,509
-3_jpg.rf.0216e50b81f6ae50ebd27e0a1177c7c8.jpg,640,640,Sweet Potato -Suthuni-,189,99,314,546
images-9-_jpg.rf.0224f26ee8313b1fc70f03648e8a36c3.jpg,640,640,Pointed Gourd -Chuche Karela-,388,249,576,625
images-9-_jpg.rf.0224f26ee8313b1fc70f03648e8a36c3.jpg,640,640,Pointed Gourd -Chuche Karela-,167,69,361,438
images-9-_jpg.rf.0224f26ee8313b1fc70f03648e8a36c3.jpg,640,640,Pointed Gourd -Chuche Karela-,288,272,423,640
images-9-_jpg.rf.0224f26ee8313b1fc70f03648e8a36c3.jpg,640,640,Pointed Gourd -Chuche Karela-,127,305,300,640
-85_jpg.rf.0238c2b3bf29069531e7628f7bbefecf.jpg,640,640,Capsicum,109,290,395,539
istockphoto-1257584721-612x612_jpg.rf.021d4dd6ace1f5dd7c0042ea27032df0.jpg,640,640,Onion,130,177,487,461
-63_jpg.rf.0242ce0f25c3a31264b20b9c52d5fdf0.jpg,640,640,Mushroom,208,347,326,522
-63_jpg.rf.0242ce0f25c3a31264b20b9c52d5fdf0.jpg,640,640,Mushroom,322,264,443,428
img119_jpg.rf.0244836d12f383b8e31041700fec355e.jpg,640,640,Potato,161,74,540,581
imagdfges-2-_jpeg.rf.02672eafd87354c9ccf1a869fee9bcab.jpg,640,640,Avocado,413,184,603,465
imagdfges-2-_jpeg.rf.02672eafd87354c9ccf1a869fee9bcab.jpg,640,640,Avocado,119,203,414,574
images-2-_jpg.rf.026f0e31b3c41415a0b159d0a4e2df44.jpg,640,640,Garden cress-Chamsur ko saag-,105,64,542,534
img148_jpg.rf.0273ef39b258bc09445131d22aed4c82.jpg,640,640,Tomato,49,150,539,452
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,14,372,175,640
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,14,38,193,362
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,195,471,421,636
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,202,171,449,448
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,202,0,413,149
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,389,0,640,341
images-1-_jpg.rf.027a1162807455a3b96544a82e92be93.jpg,640,640,Sweet Potato -Suthuni-,430,339,640,636
images-10-_jpg.rf.0288d3bd7f17afdc7bbe7550f6855999.jpg,640,640,Chickpeas,41,166,319,437
-12_jpg.rf.029011809db261ec87bde7f21884750a.jpg,640,640,Ham,179,24,501,628
download-9-_jpg.rf.02a34220ba918686b5ef28ec0e95f1f2.jpg,640,640,Black Lentils,289,387,621,625
Pigeon-peas-Cajanus-cajan-1_jpg.rf.027f65f403530b426ffeb56724b86478.jpg,640,640,Rahar ko Daal,46,207,548,535
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,333,92,518,227
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,136,322,297,489
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,338,370,461,444
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,446,217,640,316
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,78,51,209,238
images-9-_jpg.rf.02b19f0d69b62c8dfbf74c412769a9ab.jpg,640,640,Broad Beans -Bakullo-,118,169,271,250
images_jpg.rf.0276702dcf1b1f7968c76d00035a8dea.jpg,640,640,Jack Fruit,37,55,586,576
soya-tvp-chunks-_jpg.rf.02b5e45eda068f0fdc184f10dba9c019.jpg,640,640,Nutrela -Soya Chunks-,135,208,459,393
soya-tvp-chunks-_jpg.rf.02b5e45eda068f0fdc184f10dba9c019.jpg,640,640,Nutrela -Soya Chunks-,258,475,332,554
soya-tvp-chunks-_jpg.rf.02b5e45eda068f0fdc184f10dba9c019.jpg,640,640,Nutrela -Soya Chunks-,397,457,445,552
soya-tvp-chunks-_jpg.rf.02b5e45eda068f0fdc184f10dba9c019.jpg,640,640,Nutrela -Soya Chunks-,496,420,614,559
tree-tomato-tamarillo-each_jpg.rf.02b9caeb93a086ae5ef01e361b0bdf2f.jpg,640,640,Tree Tomato -Rukh Tamatar-,166,93,476,565
-__6_jpg.rf.02c1fbf4c9350496f64dc7fc0023059a.jpg,640,640,Capsicum,105,252,299,469
-__6_jpg.rf.02c1fbf4c9350496f64dc7fc0023059a.jpg,640,640,Capsicum,272,315,491,533
-__6_jpg.rf.02c1fbf4c9350496f64dc7fc0023059a.jpg,640,640,Capsicum,353,86,521,269
img76_jpg.rf.02c4906e72eb19e9efddd5c4ec4df74d.jpg,640,640,Carrot,158,143,365,412
img76_jpg.rf.02c4906e72eb19e9efddd5c4ec4df74d.jpg,640,640,Carrot,209,7,535,459
img76_jpg.rf.02c4906e72eb19e9efddd5c4ec4df74d.jpg,640,640,Carrot,54,144,334,601
img61_jpg.rf.02cbf21b72482a9b369ec4c12eba15b9.jpg,640,640,Capsicum,8,242,296,580
img61_jpg.rf.02cbf21b72482a9b369ec4c12eba15b9.jpg,640,640,Capsicum,288,255,489,553
img61_jpg.rf.02cbf21b72482a9b369ec4c12eba15b9.jpg,640,640,Capsicum,488,139,640,518
082_PNG_jpg.rf.02cab3b4804b5ab4989c9f56ea8efc1c.jpg,640,640,Egg,160,293,285,416
082_PNG_jpg.rf.02cab3b4804b5ab4989c9f56ea8efc1c.jpg,640,640,Onion Leaves,422,421,556,605
082_PNG_jpg.rf.02cab3b4804b5ab4989c9f56ea8efc1c.jpg,640,640,Soy Sauce,125,478,228,625
img62_jpg.rf.02ce3eb4043b50cd7cdd89e1e1c413bf.jpg,640,640,Capsicum,233,89,596,511
img62_jpg.rf.02ce3eb4043b50cd7cdd89e1e1c413bf.jpg,640,640,Capsicum,0,53,366,596
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Green Brinjal,383,244,620,506
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Green Brinjal,0,364,115,577
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Green Brinjal,0,0,147,364
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Green Brinjal,135,289,275,520
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Green Brinjal,120,64,321,341
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Brinjal,439,531,640,640
img39_jpg.rf.02d2bd99581a7c74c59d666e249055c8.jpg,640,640,Brinjal,168,524,274,638
images-3-_jpg.rf.02dfa4aaf8f62035a3df3a4b4ab3b709.jpg,640,640,Tree Tomato -Rukh Tamatar-,274,51,479,380
images-3-_jpg.rf.02dfa4aaf8f62035a3df3a4b4ab3b709.jpg,640,640,Tree Tomato -Rukh Tamatar-,3,200,204,474
c89e0f72b8118c2e83e9286611560521_jpg.rf.02e1bc251277484aabf0c60952c59a61.jpg,640,640,Onion Leaves,61,22,613,536
-65_jpg.rf.03055d76968b052bc9d9519976781546.jpg,640,640,Capsicum,262,208,624,574
palungo-6_jpg.rf.030c2915837bfbb54c06d3ce569dba08.jpg,640,640,Palungo -Nepali Spinach-,94,27,602,605
15d389381e7fb30b711c475d3b8413de_jpg.rf.030bf2ad65189fb3f18974e6fb139d5c.jpg,640,640,Onion Leaves,141,6,640,297
img_jpg.rf.03172865a4aac6e2a679ab7ea1d5d234.jpg,640,640,Carrot,272,170,580,345
img_jpg.rf.03172865a4aac6e2a679ab7ea1d5d234.jpg,640,640,Crab Meat,264,305,547,570
img_jpg.rf.03172865a4aac6e2a679ab7ea1d5d234.jpg,640,640,Chili Pepper -Khursani-,543,332,612,545
079_PNG_jpg.rf.031729bad10c25ced79dcc4a8891a470.jpg,640,640,Cabbage,475,2,614,208
079_PNG_jpg.rf.031729bad10c25ced79dcc4a8891a470.jpg,640,640,Bread,68,2,306,293
079_PNG_jpg.rf.031729bad10c25ced79dcc4a8891a470.jpg,640,640,Egg,305,65,462,318
Image_39_jpg.rf.031a7aeb0cceab297d39af9998c1032f.jpg,640,640,Beetroot,102,425,233,640
Image_39_jpg.rf.031a7aeb0cceab297d39af9998c1032f.jpg,640,640,Beetroot,210,315,314,595
Image_39_jpg.rf.031a7aeb0cceab297d39af9998c1032f.jpg,640,640,Beetroot,453,167,620,597
Image_39_jpg.rf.031a7aeb0cceab297d39af9998c1032f.jpg,640,640,Beetroot,20,117,158,449
download-5-_jpg.rf.031ac8cacc5988e282a719ff7b753eb1.jpg,640,640,Black Lentils,82,92,526,562
download-9-_jpg.rf.031ce072988d874e2fb1a59e4fe5b9c5.jpg,640,640,Rice -Chamal-,67,66,557,592
